Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Cuba,CUB,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.032207788,0.026063708,0.005368836,-0.02231452,0.056503386,0.072938396,0.090007836,0.089550292,0.077258792,0.152981445,0.208834047,0.279596533,0.39555279,0.565595635,1.634916931,2.079809153,4.784258845,4.663851332,4.942322916,4.899695861,4.60392564,2.768497753,3.534533551,3.693202723,3.56680678,4.158652751,4.102638631,4.75212718,5.892499116,5.411324444,4.887348089,3.456301742,2.268102549,4.019756503,4.294582236,5.783930187,5.174506168,5.926027251,7.237942946,5.268619422,3.9493946,4.805169181,5.679565649,6.670860185,9.18448204,7.826725958,8.292113157,8.211172964,11.28505611,10.19326545,11.44678742,7.70393683,7.794369192,
Curacao,CUW,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,146.1632156,129.9231901,161.2903226,107.6589595,220.964332,47.90574222,92.18015343,58.94611492,32.83977646,21.21601251,18.87504719,3.624126327,97.26473783,102.609755,536.4035672,51.73283984,119.5569595,-11.06405708,0,-16.05472567,-33.93778074,-17.99696893,-60.53377069,,,,,,,,,,,,,,,,,
Cyprus,CYP,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,42.04709484,35.09745921,27.09060726,19.31089855,9.055889007,11.13652833,2.784844296,2.384560226,1.604034146,6.170425842,9.549899856,9.63180105,11.62420382,12.72222563,33.08242584,47.94114705,85.38065415,142.7588321,70.71646278,43.98445324,76.85955477,63.56894423,44.64292168,26.75507223,24.10719532,52.38079674,49.1057641,57.12073875,60.0290301,54.24427499,50.12972681,50.77010693,32.68553443,41.27921604,52.59410917,25.05292914,25.85754759,,,,,,,,,,,,,,,,,
Czech Republic,CZE,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,52.65899435,74.20034855,69.1304936,70.18620694,74.09170336,62.87860002,74.48779181,102.225021,141.6200042,153.4043274,113.1036147,166.4446445,338.5378666,68.88988614,203.3141543,172.0078605,152.7062391,166.3010906,251.9316238,191.8548324,254.3025432,216.4195209,176.5851184,133.9346288,350.9096087,174.9296837,178.256773,209.4251441,196.9537051,158.689998,143.3515167,124.2337152,115.6986064,105.4588479,99.79429703,80.81969984,99.53870995,105.2994034,83.75817471,95.4435123,146.3410298,140.9933767,173.8303913,202.8435327,158.554307,167.4253466,170.5224905,
Dominica,DMA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,1.254442818,49.85308657,109.1675799,59.60246669,67.428587,95.77176417,120.7906784,233.8241738,195.8182976,222.9672201,132.7090301,218.5542006,225.2851711,160.4929819,219.434004,249.2229207,334.9147975,276.9005188,248.8390803,178.9286821,125.1316621,274.4773861,350.3019603,606.2181992,205.7776019,273.9881926,140.7685045,217.9996843,282.6586276,424.0323181,159.4393217,418.6277995,299.3961044,275.9937756,274.1719048,313.3332393,506.3665559,455.9697613,343.6926654,357.9599353,
Denmark,DNK,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.051331788,0.043799431,5.928844265,13.12644467,6.148576934,20.12050763,12.95804398,14.4521218,14.96348101,9.895322453,9.549246814,6.77386325,6.164906973,5.179802072,4.151637158,5.778993639,6.216818627,6.180290969,8.957965556,13.64135432,21.4102475,17.5996039,22.22482679,15.92050484,29.41894527,31.71974905,13.77349102,18.94476443,16.98323161,20.19154499,14.03150007,9.160773331,8.697127123,-0.241929316,7.820678118,14.9612069,12.25708468,8.600500745,14.08752112,22.23764614,6.463959214,12.14415059,16.22336494,7.590958668,9.180670003,8.629656006,5.675543125,12.80497222,15.99660314,12.04641923,17.48662771,22.21116761,25.42664559,
Algeria,DZA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,31.48232401,37.87935799,33.56964264,23.22852523,18.31043926,11.45008521,9.671633857,7.975355529,8.61306347,9.185385193,8.318780629,8.013531669,7.11067354,7.849723079,7.837104025,13.97628398,8.397329006,7.25214021,10.38103907,5.869305023,10.5344211,8.310315032,6.486387158,4.348053477,5.461731918,7.534761995,7.108512572,8.810873456,6.905459806,6.185733238,12.63924126,7.852035626,13.52670991,11.52337063,10.21293651,10.02542583,10.22073627,8.166294101,13.61856184,4.406851899,6.293299735,6.179744212,5.831828021,7.215005029,9.449709807,10.20614793,6.952459274,11.23456469,9.098574383,8.757863704,5.350915014,5.039064467,3.755031125,
East Asia & Pacific (developing only),EAP,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.581536892,0.541046996,0.617851726,0.581326871,0.593384956,0.790075767,0.921629381,1.05660684,1.112255124,1.146839602,1.21933375,1.364373718,1.506411422,1.637510218,2.004309767,1.658979765,1.424476044,1.346753853,1.926497418,2.201971559,2.453035427,2.637104233,2.459551509,2.465103643,2.499894541,2.5039405,3.037730932,3.568778743,4.170738218,4.270152728,4.795646382,4.491774002,5.861641574,5.457045463,5.545537296,5.7180581,4.591676885,3.939589141,4.723773878,5.499432788,4.726507294,4.073679606,3.989696194,3.871929361,3.765061001,5.123298827,4.128032044,4.574493298,4.694148189,5.21357046,5.027801854,3.935648531,4.41667413,
East Asia & Pacific (all income levels),EAS,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.851524521,0.803251592,0.836779061,0.833100765,0.721022132,0.945253247,1.090871129,1.219528493,1.26546961,1.354534097,1.370062078,1.545911133,1.708921002,1.765009283,2.047836716,1.760333492,1.530742205,1.524724404,2.000824828,2.284438401,2.545227313,2.809717493,2.491155329,2.481974673,2.496058884,2.492150099,3.078419978,3.599472021,4.116324647,4.271780088,4.637373722,4.369694311,5.536189189,5.267108882,5.276084909,5.568082064,4.408193672,3.763470209,4.513052747,5.17652092,4.191712682,3.614423882,3.541642196,3.438956673,3.345979878,4.555731655,3.672395146,4.071439413,4.179081662,4.643357006,4.479853331,3.507357886,3.93784119,
Europe & Central Asia (developing only),ECA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.254626807,2.101233226,2.309749151,2.168061529,1.485913509,1.478348724,1.741905829,1.082188319,0.890070998,0.932553751,0.705122895,1.01612254,1.34138602,1.010606801,0.555619072,0.40384906,0.745213444,0.467557451,0.603435989,2.531857601,4.224627245,3.174993292,2.818054871,1.560314155,1.046739676,0.809848641,1.506283302,1.719356752,1.360579793,0.805976798,5.49494515,8.885828918,9.375189118,14.70470412,11.09745096,12.4186173,11.98578115,10.16044092,11.38588359,18.38732315,17.4376509,16.86469471,24.19272822,17.62650797,18.37852733,18.85961157,23.29312871,22.0751078,27.39330127,30.58246925,27.5381667,39.89138084,36.87137039,
Europe & Central Asia (all income levels),ECS,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.346941079,0.554944643,0.603269669,0.566781132,0.402784317,0.393772827,0.451339393,0.325593833,0.257661065,0.274629377,0.230403794,0.310731289,0.413227336,0.31094185,0.217715985,0.196766346,0.343286857,0.306538358,0.290136968,0.815210148,1.373069863,1.043154195,0.919758256,0.5506432,0.399504093,0.359468764,0.549315565,0.629750561,0.516750083,0.364667168,1.735749644,2.768578413,2.912646161,4.492230072,3.556944392,3.939653797,3.968336078,3.301225919,3.620198114,5.699216895,5.330425748,5.301304848,7.410925215,5.376692356,5.60366634,5.756586993,7.177052595,6.766926064,8.445207488,9.336741869,8.428133244,11.99414516,11.13498249,
Ecuador,ECU,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.30022795,2.236966923,2.632041994,3.569668712,4.070190545,3.982535164,5.019981165,5.091467222,4.319898221,3.40773003,3.862391954,4.29922822,3.801558043,5.456549896,6.752289615,9.98312236,10.50134659,7.405074534,5.859713921,8.927210347,5.790554872,7.172262486,6.297366225,7.271839584,15.42075781,15.04120319,15.8419592,24.12756207,17.77656937,16.34087081,15.73749557,22.92042086,22.62466494,21.51928416,18.91209155,19.69458633,21.6480688,12.88382715,14.64402521,12.06397496,11.66033556,14.36287313,16.88175809,13.17263219,11.33039906,16.3902049,13.38966448,15.22876046,15.89054658,14.08539088,10.47258489,10.41682996,9.645459179,
"Egypt, Arab Rep.",EGY,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,6.372298912,4.091242098,6.35471238,6.809939453,7.531567607,3.826211575,2.952296965,0.976365447,0.741480212,0.278790254,4.703613985,3.733559961,3.687927734,23.13019559,35.04022298,62.45862451,59.25093672,62.91159991,62.88202284,35.91129656,30.8550898,28.19766091,31.1612437,30.2324535,35.99074852,35.41076726,32.43514683,32.66091099,27.85162355,29.76674044,107.5132062,94.28048981,64.11451688,41.93244266,44.74259671,33.18543724,35.31637385,31.95720346,30.74583952,24.96291079,20.73209399,19.46619726,19.29990864,14.69528446,22.04733819,14.44000459,12.31306639,15.26049381,23.07955545,13.08407293,7.649114408,5.22039459,22.38092243,
Euro area,EMU,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.138766462,0.113269186,0.091607543,0.105234558,0.091203263,0.083732577,0.068830499,0.062835076,0.063428203,0.06648228,0.08946312,0.077084572,0.07769276,0.122933558,0.147019883,0.221541181,0.294249297,0.427665802,0.29403314,0.274596196,0.229632275,0.310634067,0.18605481,0.207711673,0.093512322,0.182474657,0.137899526,0.131217903,0.135677889,0.116001003,0.142160005,0.199284765,0.099247749,0.230461995,0.378863266,0.265513807,0.563388562,0.378028152,0.195348731,0.177479095,0.258337231,0.399157836,0.198899602,,,,,,,,,,,
Eritrea,ERI,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,0.016272298,,0.319106995,1.076316874,0.787672249,,0.968447788,2.180031706,1.771606539,1.938171501,2.249628571,1.748298614,1.694156553,1.641135462,,0.341526322,0.660345182,0.639774799,,1.375069021,,0.300127434,20.24441597,45.79710886,43.5147244,45.34175314,34.63701493,45.60906129,39.17390177,44.93637018,69.16797774,52.7352545,70.87035467,56.7782126,71.94380958,24.98492563,30.39821139,26.6584271,25.85334108,27.96299493,21.89840569,21.82053531,
Spain,ESP,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.692964152,0.92452367,1.160139568,1.046288958,0.654999076,0.83674645,0.990595698,1.053245358,1.571701155,1.400907104,1.396445588,1.606352155,1.570239463,2.13602537,3.669585614,4.051285622,4.21620074,3.423721077,4.09107715,5.512785683,5.990146365,6.78359627,5.371323706,8.838367007,9.100459543,17.6179383,14.99039131,14.33572352,21.49404783,15.67319708,21.00732983,21.94983452,22.56176913,20.25437036,19.25889321,15.37067539,13.87415439,9.546206818,10.58746214,10.0237088,10.40860791,16.23279684,18.93368626,22.59254821,24.68563675,25.31048782,25.97449409,31.8050408,40.28869591,45.01318465,40.47532725,39.5936763,35.55391827,
European Union,EUU,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.088973392,0.072663674,0.058793136,0.067572532,0.058586628,0.053823203,0.044267884,0.040399551,0.040772141,0.042741981,0.057521049,0.049571393,0.049981051,0.079117127,0.094637345,0.142599725,0.189360614,0.275172897,0.189216348,0.17672735,0.147794816,0.19995654,0.119750698,0.133642652,0.060131777,0.117271697,0.088597255,0.084292998,0.08716923,0.074597922,0.091535973,0.12855073,0.064145935,0.149006804,0.472113507,0.281943096,0.640132444,0.32824378,0.207767559,0.214746093,0.302392112,0.513470479,0.421036209,0.245155404,0.242064984,0.248759148,0.409129855,0.325799015,0.481307792,0.335354,0.298653339,,,
Fragile and conflict affected situations,FCS,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,2.54807023,2.772396527,3.38461643,3.146684474,3.816746757,4.190748552,4.009328281,3.069480764,3.135635081,3.055374263,3.090094699,3.667971302,4.729668931,7.639933181,12.50843028,15.9022808,14.87846597,18.06902143,19.85978568,28.52238277,30.84997211,28.71600188,25.90125565,23.02806114,20.94517369,22.76432237,24.65281018,27.55948355,24.03599199,22.7942343,29.46871355,27.09473521,23.29294179,22.94277707,31.04633498,28.32227685,23.82938683,21.01477276,20.56827927,19.39526861,16.53121842,18.72433869,25.7816516,44.82753488,47.41412175,96.90037426,63.35166522,70.98607987,80.69744591,71.37019685,73.41774817,77.50656857,69.8784532,
Finland,FIN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,2.745416045,2.480646049,25.66559766,10.15570553,7.636773729,9.39890145,8.628489972,5.800238158,12.4477086,17.16834197,13.37101295,20.01501126,15.5855353,26.29446553,26.2652418,33.57660183,39.41980045,38.56208713,43.19399223,49.40976965,56.46542496,61.84654805,52.4229332,47.32850711,44.28935713,44.27657473,58.56702849,49.18278145,74.4838503,58.93519062,68.07269692,60.94865542,85.20299863,81.09436327,53.03893091,57.24696262,59.63191091,56.0334284,45.98958802,43.21707564,35.87766603,31.82766663,42.1691249,62.55322898,80.04932875,80.41493816,67.20527498,60.82174596,53.62321073,83.27477862,88.77950263,91.01058737,122.7104678,
France,FRA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faeroe Islands,FRO,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.655870445,134.1064174,614.1220162,980.0390356,717.3937298,1041.147477,882.4396808,738.1093167,1000.018551,945.1736014,1283.568163,1045.493209,1076.056022,809.8522167,1003.597055,1026.626043,1093.085435,900.8784857,1163.267073,1208.369121,1296.894338,1112.626336,
Gabon,GAB,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.040094382,1.11163605,5.183096822,7.871847868,28.40018653,24.47823937,24.8756678,27.11996789,23.5187938,32.41280505,40.32826118,39.48779075,43.82424549,62.86745538,38.75224691,93.18485468,51.29630413,40.14307898,62.7116319,51.64351029,76.50862959,57.97556888,80.993768,80.99274179,93.59470558,73.54498956,92.6761672,94.3177727,117.9569157,143.3387531,138.6179192,146.7396166,68.39049561,98.15134965,171.7655865,132.8487326,113.9264254,34.13890481,38.19892416,39.8103885,9.514274267,6.795193814,55.75273979,-8.033013634,29.59636262,43.80683816,20.56044736,35.33261296,41.84529313,50.82430693,66.82851161,45.51345831,44.83722617,
United Kingdom,GBR,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043425216,4.175643788,21.33534239,36.47358894,44.16138572,67.0197786,53.37629093,46.46892341,54.87703537,38.28395537,66.42121102,72.16892357,53.13359052,72.5794873,66.97161462,80.97771714,86.51216844,202.4978329,205.6632433,140.4037909,130.6567634,147.4625337,
Ghana,GHA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.441938058,0.432517133,0.791735691,2.465885616,2.691152338,5.994220285,7.880936649,5.619519092,7.565811,8.487041632,6.874384751,6.43902092,6.446685984,4.374197752,3.78157057,12.63370613,6.13942623,8.848696032,10.83356551,15.94322687,17.66350872,12.96260919,12.07536147,9.111663652,17.31021568,15.28125555,27.38577002,30.34048594,41.54933192,50.27258472,38.2617914,58.40769158,39.60652016,39.34177245,33.43354584,38.68700333,37.84869735,28.09694031,39.04260878,33.05972672,31.77524142,33.20411465,34.68054953,48.44178951,68.08999288,53.81070756,56.64536717,51.72812036,56.5522345,66.76731303,69.75835247,72.93184972,71.27166571,
Guinea,GIN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.044734173,0.696436721,2.761771339,6.216197757,3.711355251,6.198381763,3.647670979,1.991067078,1.491504902,3.232330428,2.435141491,2.245935327,1.117715772,2.602549617,4.5731556,5.601969171,2.383880298,5.156020966,13.46065494,12.5107465,19.72426075,23.29066913,24.71094781,13.86943165,24.40684187,22.28526161,32.28657322,41.1723213,46.05559548,63.14880502,48.4343068,59.43549504,66.41875953,57.49350837,47.67467038,53.0701568,36.82139204,45.95564528,42.49386412,27.62963133,17.48545185,32.47201095,28.06401416,27.63080688,29.69522969,20.69477339,17.30387185,22.69540648,31.82842935,20.23364317,20.01648947,18.32096496,29.66045784,
"Gambia, The",GMB,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.46767447,3.795761488,6.648849488,13.15958568,6.46302642,10.60207302,8.795096305,7.22963333,13.72473908,8.421294172,2.928794522,7.670694687,10.28368645,13.14661332,20.15778063,15.4297887,20.22710283,38.50872472,60.19428418,58.63403714,87.09881844,107.7368075,71.13523254,59.9795018,73.81289608,65.62016796,132.2727166,128.4487411,98.71183546,111.9678237,106.0851146,104.8364419,111.0990889,84.20597436,66.45893226,42.62741779,32.90356136,34.40149212,33.91786735,28.68055212,40.39506438,41.73077728,50.16580353,46.67983639,43.71615321,42.08001259,50.55574895,63.5540857,59.53799278,78.2887028,71.52037319,77.86896112,77.48886935,
Guinea-Bissau,GNB,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,1.261324671,,,,,4.245925196,0.768397469,,0.104070649,,0.157450561,,0.01349473,13.20880815,26.68051243,31.47753125,49.01302454,61.85592718,64.9753853,71.0025908,77.05424922,74.44972201,72.53932522,61.14038795,62.03204092,74.38542067,116.6927221,103.6158669,115.4987455,124.1909405,108.4060316,100.7804142,86.78567986,156.482079,103.1880365,155.1054729,104.3491833,78.65646259,42.08650133,63.66860597,46.6296088,45.11405877,110.5721986,54.92557832,46.45044196,59.90394167,82.40716225,88.19186246,94.49321525,79.02943609,73.68423645,47.41042993,
Equatorial Guinea,GNQ,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,3.849437449,63.67027692,9.150551761,1.837857233,3.810595269,2.739051917,12.22635966,41.84252161,43.96067174,55.66720898,40.83536225,50.94869395,54.7043853,62.1468066,156.1262619,136.1946239,155.1517159,161.1069651,160.9138291,154.6950266,127.3866861,69.54337163,75.59485683,67.53011137,50.47868819,45.34038171,40.10602008,41.04759166,24.76655094,36.54341049,36.81281571,49.74547043,63.16595102,42.17101061,49.02926434,48.75194711,46.52427196,121.6805738,33.93873709,19.28572205,
Greece,GRC,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,0.534022578,19.86022694,29.74484333,29.74790835,37.03416235,29.07825306,32.06467128,43.25648285,66.90587911,66.06438861,77.306967,279.0532304,344.4203109,239.0509856,192.4915225,204.2564474,151.2320509,143.3230168,170.5458504,133.0233228,80.05940876,237.5179824,107.9269448,117.5641891,87.81211372,61.40056465,101.4382745,162.3696123,107.9048395,99.11948207,105.305317,152.3549754,509.9513361,258.9579702,222.5204178,318.477466,458.4068421,323.2801857,116.3941603,72.5235346,
Greenland,GRL,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,3.818254007,3.331532378,2.140002879,2.653607915,2.637461409,2.994112494,2.172887422,3.49665816,3.238777402,3.293336495,4.056786892,3.516557921,4.740078139,4.519467914,4.332663027,6.383372364,10.24547258,9.451964267,10.68829918,9.736273165,10.36979755,10.49118066,8.641252125,10.02738441,8.448871522,10.44587326,16.61507111,28.97794572,27.68973646,30.19138514,22.65045534,21.58900483,21.01704998,22.28469822,22.36481128,20.87468966,18.82986773,25.30327372,21.83126323,26.79056213,23.48497878,20.41121409,21.20988926,20.45787744,17.55526448,20.23752971,37.26633801,34.11791216,39.27446825,26.84826093,27.43910432,26.37663228,19.85237387,
Guam,GUM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,13.51071576,16.28540078,14.06201144,10.12299022,8.127683177,10.9126504,13.17679243,16.79463637,21.87429208,25.55212351,23.55663581,22.51079641,16.93174035,10.93182675,16.31755522,13.48686099,29.16949689,15.2252511,36.00398629,44.1393979,53.71160997,84.70184178,50.50570506,40.01243612,30.37253816,35.74469217,40.07338287,37.38601124,36.76385329,60.35294667,232.137956,178.8847425,124.2586527,146.861801,112.0220875,117.684059,194.0166789,360.5023574,125.9481022,117.6310243,155.6004196,149.9885643,95.69307874,127.4661232,191.7459663,197.0600683,227.7600158,165.951244,214.3504452,221.9433971,212.4723009,200.7505544,143.8954749,
High income,HIC,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.630384224,0.694545253,0.653455533,0.74352885,0.570093093,0.632922241,0.688859373,0.640393952,0.650956166,0.701844513,0.643306814,0.698829593,0.798506448,0.837110764,0.901327145,1.341282343,1.554124057,1.934142374,1.657820642,2.186795594,2.071224381,2.136656374,1.801154265,2.26478581,2.096193254,2.647361053,2.863609443,2.29554717,2.112345818,2.200823629,2.471111919,2.683497725,2.923115544,2.524896361,2.406362171,1.777115902,3.266720056,1.123575567,1.569908928,0.943552281,0.346685585,0.388544736,0.35137384,0.398076502,0.360103528,0.323689876,0.363059703,0.387513065,0.44452139,0.40193624,0.387674834,0.184919947,0.14492614,
"Hong Kong SAR, China",HKG,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.895562011,1.616110603,0.577877284,1.593148002,0.079894995,1.181244615,0.680459517,0.711829806,0.347121782,0.333859572,0.356150543,0.897337651,0.700843923,0.214541682,0.237644779,-0.255513717,0.593182824,0.451600236,0.503481521,2.415968517,2.150856195,1.836632326,1.506315889,1.642625956,2.547286908,3.753528096,3.343228469,3.468383865,3.927073708,7.143610847,6.689455693,6.270862309,-6.723558314,5.129639044,4.452066143,2.880070174,2.051122679,,,,,,,,,,,,,,,,,
Honduras,HND,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,2.382221139,3.078655541,2.804776347,4.319031235,5.234881924,5.470457193,4.528487741,4.589170683,7.452394013,7.202251591,7.561376267,5.545022583,5.851835737,5.081635727,8.744508154,16.26264788,12.17518285,16.95804487,26.91141031,27.3892587,28.18588824,29.02808697,40.75418903,47.61052291,69.43579645,63.63630786,63.99643833,56.36562757,69.36301366,53.15336123,91.45962207,59.83996528,72.07071226,63.19173825,53.58986101,71.95720265,62.20343386,50.63800261,52.90500977,133.5416058,71.8924889,103.2310873,64.82957221,59.40854574,97.29052858,100.0242795,84.45699196,64.68539944,77.06933058,61.05214513,82.8018775,79.77708708,72.01878665,
Heavily indebted poor countries (HIPC),HPC,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1.736187907,2.479243976,3.277958759,3.18510624,4.588682745,4.945706122,5.129772338,4.590029064,4.970935255,4.579167031,4.494961384,4.917609115,5.473688286,6.40449722,9.938249437,13.38966223,12.204446,14.13330318,18.36797893,23.24507611,25.75478495,24.0579959,24.00459554,22.90259722,22.98134828,25.86258746,31.33103656,34.51332308,38.15124348,38.26945047,44.72210872,45.19712166,45.35064234,39.17396067,43.32256353,42.36976329,35.41069386,29.92566596,29.3501764,27.37453616,25.19664167,29.57393741,36.99621445,47.75066139,49.48260162,49.87226456,54.87632333,59.96724212,64.07735044,69.1782093,72.41350565,69.91824919,63.24365215,
Croatia,HRV,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002237136,,23.5827957,11.41143714,29.66399644,8.827646544,8.749166852,10.64339043,14.80117488,27.88513514,32.14414414,27.18468468,26.95652174,27.79378658,45.90540541,36.7245266,54.47729489,38.11628515,34.11441174,,,
Haiti,HTI,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,2.517258989,3.336993807,1.222033563,0.805864159,0.933069115,1.471298567,0.956060645,0.795531003,1.280105616,1.089322971,1.63797592,1.27148656,1.378889267,1.569111506,2.704076088,10.91796653,13.41407343,16.10803403,16.70094994,16.30190137,18.25739234,18.22921229,21.16005216,21.61876684,21.13245084,23.29161439,27.64650674,31.88474946,20.77756439,28.13472798,23.54251323,24.43679857,13.64620043,15.99076048,77.99244858,92.14057082,45.98929892,39.94040587,49.11721293,31.1620344,24.22526595,19.5327036,17.58198842,23.65102089,32.70341633,45.95568088,61.94719108,73.74512204,94.62916264,114.6587258,309.6924134,170.4508304,125.3408887,
Hungary,HUN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,0.936717484,1.252473622,1.694178822,1.133400268,0.683849533,0.427290752,0.805736197,2.172608643,3.008646849,2.956076258,4.077256882,5.002222042,4.1585523,4.98227343,5.239031797,5.314367922,5.035524571,3.782560778,4.544650845,5.057187632,6.469731231,6.497309323,5.891553016,4.737497141,4.186608942,3.673976043,4.249871346,7.332978686,9.436966245,10.43459246,9.605491171,10.03639828,10.64927302,10.27405286,8.103276272,6.703275805,5.431920232,4.026584415,6.178305846,10.30683497,7.911411413,6.910446932,6.067059175,8.121043294,0.595904638,11.28822091,5.789473613,3.913317796,5.253593196,4.40668528,5.785816591,1.719717725,0.274685444,
Isle of Man,IMN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
